timestamp,heart_rate,steps
2025-09-01 00:00:00,61.4901424590337,1
2025-09-01 00:01:00,59.58520709648645,0
2025-09-01 00:02:00,61.94306561430208,0
2025-09-01 00:03:00,64.56908956922408,0
2025-09-01 00:04:00,59.29753987582999,0
2025-09-01 00:05:00,59.297589129152456,0
2025-09-01 00:06:00,64.73763844652217,0
2025-09-01 00:07:00,62.302304187458724,0
2025-09-01 00:08:00,58.591576842195146,0
2025-09-01 00:09:00,61.627680130757895,1
2025-09-01 00:10:00,58.60974692156261,0
2025-09-01 00:11:00,58.60281073928923,0
2025-09-01 00:12:00,60.7258868146981,0
2025-09-01 00:13:00,54.260159266026605,0
2025-09-01 00:14:00,54.8252465024609,0
2025-09-01 00:15:00,58.31313741227708,0
2025-09-01 00:16:00,56.96150663899673,0
2025-09-01 00:17:00,60.942741997785824,0
2025-09-01 00:18:00,57.275927773436365,1
2025-09-01 00:19:00,55.76308889599412,0
2025-09-01 00:20:00,64.39694630676466,0
2025-09-01 00:21:00,59.32267109854039,0
2025-09-01 00:22:00,60.202584614063774,0
2025-09-01 00:23:00,55.72575544135963,1
2025-09-01 00:24:00,58.36685182642445,1
2025-09-01 00:25:00,60.332767769129596,0
2025-09-01 00:26:00,56.54701926773309,0
2025-09-01 00:27:00,61.12709405503701,0
2025-09-01 00:28:00,58.198083930243584,0
2025-09-01 00:29:00,59.12491875062017,0
2025-09-01 00:30:00,58.19488016331181,0
2025-09-01 00:31:00,65.55683455352681,0
2025-09-01 00:32:00,59.959508325786196,0
2025-09-01 00:33:00,56.826867213132296,0
2025-09-01 00:34:00,62.46763473630957,0
2025-09-01 00:35:00,56.33746905008693,0
2025-09-01 00:36:00,60.626590785014265,0
2025-09-01 00:37:00,54.120989628360675,0
2025-09-01 00:38:00,56.01544185330471,0
2025-09-01 00:39:00,60.59058370760737,0
2025-09-01 00:40:00,62.21539973998623,0
2025-09-01 00:41:00,60.51410484356991,0
2025-09-01 00:42:00,59.65305515283528,0
2025-09-01 00:43:00,59.096688913232136,0
2025-09-01 00:44:00,55.56443402889772,0
2025-09-01 00:45:00,57.84046737481587,1
2025-09-01 00:46:00,58.61808368712064,0
2025-09-01 00:47:00,63.171366678656746,0
2025-09-01 00:48:00,61.03085486870538,0
2025-09-01 00:49:00,54.7108795339118,0
2025-09-01 00:50:00,60.97225190818438,0
2025-09-01 00:51:00,58.84475315875105,1
2025-09-01 00:52:00,57.96923399908212,0
2025-09-01 00:53:00,61.835028866522606,0
2025-09-01 00:54:00,63.092998567487854,0
2025-09-01 00:55:00,62.79384035734859,0
2025-09-01 00:56:00,57.482347430332084,0
2025-09-01 00:57:00,59.072362872446355,0
2025-09-01 00:58:00,60.99379029421069,0
2025-09-01 00:59:00,62.92663538136708,0
2025-09-01 01:00:00,58.56247728646413,0
2025-09-01 01:01:00,59.44302307000855,0
2025-09-01 01:02:00,56.68099507798192,1
2025-09-01 01:03:00,56.41138012775799,0
2025-09-01 01:04:00,62.43757746718259,0
2025-09-01 01:05:00,64.06872008571247,0
2025-09-01 01:06:00,59.783969635259,0
2025-09-01 01:07:00,63.01059869367607,0
2025-09-01 01:08:00,61.084908075142906,0
2025-09-01 01:09:00,58.06464073618463,0
2025-09-01 01:10:00,61.08418681652524,0
2025-09-01 01:11:00,64.61410969939791,1
2025-09-01 01:12:00,59.892521882670145,0
2025-09-01 01:13:00,64.69393096744201,0
2025-09-01 01:14:00,52.140764687730766,0
2025-09-01 01:15:00,62.46570751312567,0
2025-09-01 01:16:00,60.26114120471451,0
2025-09-01 01:17:00,59.1029779486024,0
2025-09-01 01:18:00,60.275282329606505,0
2025-09-01 01:19:00,54.03729325619732,0
2025-09-01 01:20:00,59.340984336487466,0
2025-09-01 01:21:00,61.07133771453524,0
2025-09-01 01:22:00,64.43368213422455,0
2025-09-01 01:23:00,58.44518934517906,0
2025-09-01 01:24:00,57.574519191320434,0
2025-09-01 01:25:00,58.49472886924639,1
2025-09-01 01:26:00,62.746206353106224,0
2025-09-01 01:27:00,60.98625332897905,0
2025-09-01 01:28:00,58.41071938869889,0
2025-09-01 01:29:00,61.53980229934007,0
2025-09-01 01:30:00,60.29123264804412,0
2025-09-01 01:31:00,62.90593497159867,0
2025-09-01 01:32:00,57.89384071836794,0
2025-09-01 01:33:00,59.01701356020669,0
2025-09-01 01:34:00,58.823675540603524,0
2025-09-01 01:35:00,55.60945515560364,0
2025-09-01 01:36:00,60.88836083119373,0
2025-09-01 01:37:00,60.783165816539665,1
2025-09-01 01:38:00,60.01534036992738,0
2025-09-01 01:39:00,59.296238599874556,0
2025-09-01 01:40:00,55.75388777384876,0
2025-09-01 01:41:00,58.73806403170392,0
2025-09-01 01:42:00,58.97185645041969,0
2025-09-01 01:43:00,57.59316819233514,0
2025-09-01 01:44:00,59.516142865001974,0
2025-09-01 01:45:00,61.212152570443614,0
2025-09-01 01:46:00,65.65855770363159,0
2025-09-01 01:47:00,60.52373343849552,0
2025-09-01 01:48:00,60.772651172168295,0
2025-09-01 01:49:00,59.7766622527015,0
2025-09-01 01:50:00,54.24368635410288,1
2025-09-01 01:51:00,59.92045837365235,0
2025-09-01 01:52:00,60.18069062982308,0
2025-09-01 01:53:00,67.38972633745585,0
2025-09-01 01:54:00,59.42291710565663,1
2025-09-01 01:55:00,60.90464202700084,0
2025-09-01 01:56:00,59.89586469088427,0
2025-09-01 01:57:00,56.49396588714141,0
2025-09-01 01:58:00,63.428468443545064,0
2025-09-01 01:59:00,62.25579909806032,0
2025-09-01 02:00:00,62.37309584112914,0
2025-09-01 02:01:00,57.27183763561578,0
2025-09-01 02:02:00,64.20838293280829,0
2025-09-01 02:03:00,55.79444681162316,0
2025-09-01 02:04:00,61.760571281400814,0
2025-09-01 02:05:00,66.57136687742994,0
2025-09-01 02:06:00,57.028391024607934,0
2025-09-01 02:07:00,58.30110681119169,0
2025-09-01 02:08:00,60.29895409526292,0
2025-09-01 02:09:00,58.489573037651404,0
2025-09-01 02:10:00,55.348009706801605,0
2025-09-01 02:11:00,60.205688924418084,2
2025-09-01 02:12:00,56.813088858821686,0
2025-09-01 02:13:00,61.420777291905544,0
2025-09-01 02:14:00,57.24172729729859,0
2025-09-01 02:15:00,64.64980321505261,0
2025-09-01 02:16:00,57.65024012299129,0
2025-09-01 02:17:00,59.03381545138297,0
2025-09-01 02:18:00,62.44055165210901,0
2025-09-01 02:19:00,56.30740705069813,0
2025-09-01 02:20:00,60.68237980381239,0
2025-09-01 02:21:00,63.921428262847286,1
2025-09-01 02:22:00,55.17755029631632,0
2025-09-01 02:23:00,60.55390157559691,0
2025-09-01 02:24:00,60.77964838274527,0
2025-09-01 02:25:00,62.34546861533193,0
2025-09-01 02:26:00,56.289147867365756,0
2025-09-01 02:27:00,56.03863016074717,0
2025-09-01 02:28:00,61.56582469685069,0
2025-09-01 02:29:00,60.89095401969956,0
2025-09-01 02:30:00,60.75147855103763,0
2025-09-01 02:31:00,61.03934462849093,0
2025-09-01 02:32:00,57.95992583526453,0
2025-09-01 02:33:00,60.69676109148301,0
2025-09-01 02:34:00,60.879217419896044,0
2025-09-01 02:35:00,57.856945745920896,0
2025-09-01 02:36:00,65.59732353343426,0
2025-09-01 02:37:00,61.42149876273536,0
2025-09-01 02:38:00,56.42608950839205,0
2025-09-01 02:39:00,61.96966082590149,0
2025-09-01 02:40:00,57.075954989318035,0
2025-09-01 02:41:00,62.36125381122736,0
2025-09-01 02:42:00,63.47578673702221,0
2025-09-01 02:43:00,57.53795304494487,0
2025-09-01 02:44:00,62.890128387732965,0
2025-09-01 02:45:00,61.238342780809496,0
2025-09-01 02:46:00,62.46618047998347,0
2025-09-01 02:47:00,65.69037894796185,0
2025-09-01 02:48:00,59.263835651991386,0
2025-09-01 02:49:00,57.738791506927534,0
2025-09-01 02:50:00,57.33145671112343,0
2025-09-01 02:51:00,57.55256914510368,0
2025-09-01 02:52:00,59.76869487175769,0
2025-09-01 02:53:00,61.023455924449934,1
2025-09-01 02:54:00,60.83007239799006,0
2025-09-01 02:55:00,62.48154974710807,1
2025-09-01 02:56:00,60.039005675633724,0
2025-09-01 02:57:00,64.36060223147194,0
2025-09-01 02:58:00,59.206029500286135,0
2025-09-01 02:59:00,68.16050749976885,0
2025-09-01 03:00:00,61.87700204329502,0
2025-09-01 03:01:00,57.42852733075115,0
2025-09-01 03:02:00,56.78732250581666,0
2025-09-01 03:03:00,61.447417245729554,0
2025-09-01 03:04:00,59.32961164402245,0
2025-09-01 03:05:00,62.14200148227628,0
2025-09-01 03:06:00,61.419712873720634,1
2025-09-01 03:07:00,59.781513262029385,0
2025-09-01 03:08:00,57.459618845794786,1
2025-09-01 03:09:00,55.4554583259424,0
2025-09-01 03:10:00,58.660455143798934,0
2025-09-01 03:11:00,62.56919638297042,0
2025-09-01 03:12:00,60.64228123239061,0
2025-09-01 03:13:00,56.262783663864035,0
2025-09-01 03:14:00,60.519542777553546,0
2025-09-01 03:15:00,61.15595213918651,0
2025-09-01 03:16:00,57.3484276913966,1
2025-09-01 03:17:00,60.461175317836584,1
2025-09-01 03:18:00,60.174626155338,0
2025-09-01 03:19:00,56.57108910650813,0
2025-09-01 03:20:00,61.07336208104485,0
2025-09-01 03:21:00,61.682353579104706,1
2025-09-01 03:22:00,63.24915372952583,0
2025-09-01 03:23:00,63.16140615610471,0
2025-09-01 03:24:00,55.866991896128724,0
2025-09-01 03:25:00,57.18652488025463,1
2025-09-01 03:26:00,61.54510580162598,0
2025-09-01 03:27:00,61.541357852736624,0
2025-09-01 03:28:00,61.54514305891814,0
2025-09-01 03:29:00,71.55819447196416,1
2025-09-01 03:30:00,61.712671532079504,1
2025-09-01 03:31:00,63.4066969205418,0
2025-09-01 03:32:00,62.86200529047961,0
2025-09-01 03:33:00,61.954173753917395,2
2025-09-01 03:34:00,59.054192266078964,0
2025-09-01 03:35:00,62.276907661479804,0
2025-09-01 03:36:00,57.681524356387285,0
2025-09-01 03:37:00,59.28954417977997,0
2025-09-01 03:38:00,58.54390935651269,0
2025-09-01 03:39:00,60.245622418158966,1
2025-09-01 03:40:00,66.94397570002053,0
2025-09-01 03:41:00,54.39820442222476,0
2025-09-01 03:42:00,62.05878057112354,0
2025-09-01 03:43:00,55.16185238643104,1
2025-09-01 03:44:00,58.5842044026317,0
2025-09-01 03:45:00,63.266851790902095,1
2025-09-01 03:46:00,60.19284005728639,0
2025-09-01 03:47:00,56.76676566621208,0
2025-09-01 03:48:00,57.854088872220096,0
2025-09-01 03:49:00,62.038793246804026,0
2025-09-01 03:50:00,57.80890010484859,0
2025-09-01 03:51:00,60.64937576874593,0
2025-09-01 03:52:00,60.136715519711444,0
2025-09-01 03:53:00,58.04519895718255,0
2025-09-01 03:54:00,66.43183226797598,0
2025-09-01 03:55:00,61.90175706695403,0
2025-09-01 03:56:00,53.924572240027175,0
2025-09-01 03:57:00,60.55936294430828,0
2025-09-01 03:58:00,58.01464060569484,0
2025-09-01 03:59:00,62.55730000438867,0
2025-09-01 04:00:00,57.6224377847019,0
2025-09-01 04:01:00,59.655790675599306,0
2025-09-01 04:02:00,61.514961836941374,0
2025-09-01 04:03:00,62.59726558251037,0
2025-09-01 04:04:00,56.39911077883267,1
2025-09-01 04:05:00,58.996496292477154,0
2025-09-01 04:06:00,58.57516406651713,0
2025-09-01 04:07:00,58.04001230227887,0
2025-09-01 04:08:00,65.29636272084329,0
2025-09-01 04:09:00,61.21494513288287,1
2025-09-01 04:10:00,56.217348136994865,1
2025-09-01 04:11:00,62.75358584116433,1
2025-09-01 04:12:00,66.3664685910379,0
2025-09-01 04:13:00,63.09739578165344,0
2025-09-01 04:14:00,55.44189010213796,0
2025-09-01 04:15:00,58.54729778140125,0
2025-09-01 04:16:00,63.80073344755987,0
2025-09-01 04:17:00,57.87699160314366,0
2025-09-01 04:18:00,61.33145828443868,0
2025-09-01 04:19:00,62.32390216028801,0
2025-09-01 04:20:00,57.219208585265754,0
2025-09-01 04:21:00,59.8214239318146,1
2025-09-01 04:22:00,50.276197979792784,0
2025-09-01 04:23:00,56.92683707599713,0
2025-09-01 04:24:00,59.24229554582052,0
2025-09-01 04:25:00,56.256650454105454,1
2025-09-01 04:26:00,64.8972339117949,0
2025-09-01 04:27:00,55.7095758661181,0
2025-09-01 04:28:00,58.67986653990905,0
2025-09-01 04:29:00,60.39222173185827,0
2025-09-01 04:30:00,64.32381986719835,1
2025-09-01 04:31:00,55.69241354646168,0
2025-09-01 04:32:00,63.48949125646488,0
2025-09-01 04:33:00,60.03069918305876,0
2025-09-01 04:34:00,57.05547404685615,1
2025-09-01 04:35:00,61.38631042278981,0
2025-09-01 04:36:00,60.59717908672041,0
2025-09-01 04:37:00,58.19934936852361,0
2025-09-01 04:38:00,60.209406254970055,0
2025-09-01 04:39:00,58.844059209414716,0
2025-09-01 04:40:00,60.340552035753745,0
2025-09-01 04:41:00,61.98639202356314,1
2025-09-01 04:42:00,64.75805044843605,0
