timestamp,heart_rate,steps,hour,dayofweek,hr_roll_mean,residual,anomaly_threshold,anomaly_residual,anomaly_cluster,anomaly
2025-09-01 00:00:00,61.4901424590337,1,0,0,,,0,0,0,0
2025-09-01 00:01:00,59.58520709648645,0,0,0,,,0,0,0,0
2025-09-01 00:02:00,61.94306561430208,0,0,0,,,0,0,0,0
2025-09-01 00:03:00,64.56908956922408,0,0,0,,,0,0,0,0
2025-09-01 00:04:00,59.29753987582999,0,0,0,,,0,0,0,0
2025-09-01 00:05:00,59.297589129152456,0,0,0,,,0,0,0,0
2025-09-01 00:06:00,64.73763844652217,0,0,0,,,0,0,0,0
2025-09-01 00:07:00,62.30230418745872,0,0,0,,,0,0,0,0
2025-09-01 00:08:00,58.591576842195146,0,0,0,,,0,0,0,0
2025-09-01 00:09:00,61.627680130757895,1,0,0,,,0,0,0,0
2025-09-01 00:10:00,58.60974692156261,0,0,0,,,0,0,0,0
2025-09-01 00:11:00,58.60281073928923,0,0,0,,,0,0,0,0
2025-09-01 00:12:00,60.7258868146981,0,0,0,,,0,0,0,0
2025-09-01 00:13:00,54.260159266026605,0,0,0,,,0,0,0,0
2025-09-01 00:14:00,54.8252465024609,0,0,0,,,0,0,0,0
2025-09-01 00:15:00,58.31313741227708,0,0,0,,,0,0,0,0
2025-09-01 00:16:00,56.96150663899673,0,0,0,,,0,0,0,0
2025-09-01 00:17:00,60.942741997785824,0,0,0,,,0,0,0,0
2025-09-01 00:18:00,57.275927773436365,1,0,0,,,0,0,0,0
2025-09-01 00:19:00,55.76308889599412,0,0,0,,,0,0,0,0
2025-09-01 00:20:00,64.39694630676466,0,0,0,,,0,0,0,0
2025-09-01 00:21:00,59.32267109854039,0,0,0,,,0,0,0,0
2025-09-01 00:22:00,60.202584614063774,0,0,0,,,0,0,0,0
2025-09-01 00:23:00,55.72575544135963,1,0,0,,,0,0,0,0
2025-09-01 00:24:00,58.36685182642445,1,0,0,,,0,0,0,0
2025-09-01 00:25:00,60.3327677691296,0,0,0,,,0,0,0,0
2025-09-01 00:26:00,56.54701926773309,0,0,0,,,0,0,0,0
2025-09-01 00:27:00,61.12709405503701,0,0,0,,,0,0,0,0
2025-09-01 00:28:00,58.198083930243584,0,0,0,,,0,0,0,0
2025-09-01 00:29:00,59.12491875062017,0,0,0,59.43555931244689,-0.31064056182672317,0,0,0,0
2025-09-01 00:30:00,58.19488016331181,0,0,0,59.32571723592282,-1.1308370726110155,0,0,0,0
2025-09-01 00:31:00,65.55683455352681,0,0,0,59.524771484490834,6.032063069035978,0,0,0,0
2025-09-01 00:32:00,59.9595083257862,0,0,0,59.45865290820698,0.5008554175792241,0,0,0,0
2025-09-01 00:33:00,56.826867213132296,0,0,0,59.200578829670576,-2.37371161653828,0,0,0,0
2025-09-01 00:34:00,62.46763473630957,0,0,0,59.30624865835323,3.1613860779563367,0,0,0,0
2025-09-01 00:35:00,56.33746905008693,0,0,0,59.20757798905105,-2.8701089389641226,0,0,0,0
2025-09-01 00:36:00,60.626590785014265,0,0,0,59.07054306700079,1.556047718013474,0,0,0,0
2025-09-01 00:37:00,54.12098962836068,0,0,0,58.79783258169752,-4.676842953336838,0,0,0,0
2025-09-01 00:38:00,56.01544185330471,0,0,0,58.71196141540117,-2.696519562096462,0,0,0,0
2025-09-01 00:39:00,60.59058370760737,0,0,0,58.677391534629486,1.9131921729778867,0,0,0,0
2025-09-01 00:40:00,62.21539973998623,0,0,0,58.79757996191027,3.417819778075959,0,0,0,0
2025-09-01 00:41:00,60.51410484356991,0,0,0,58.861289765386296,1.6528150781836146,0,0,0,0
2025-09-01 00:42:00,59.65305515283528,0,0,0,58.82552870999087,0.8275264428444089,0,0,0,0
2025-09-01 00:43:00,59.096688913232136,0,0,0,58.98674636489772,0.1099425483344163,0,0,0,0
2025-09-01 00:44:00,55.56443402889772,0,0,0,59.01138594911228,-3.446951920214559,0,0,0,0
2025-09-01 00:45:00,57.84046737481587,1,0,0,58.9956302811969,-1.1551629063810296,0,0,0,0
2025-09-01 00:46:00,58.61808368712064,0,0,0,59.05084951613437,-0.4327658290137322,0,0,0,0
2025-09-01 00:47:00,63.171366678656746,0,0,0,59.12513700549674,4.046229673160006,0,0,0,0
2025-09-01 00:48:00,61.03085486870538,0,0,0,59.2503012420057,1.7805536266996853,0,0,0,0
2025-09-01 00:49:00,54.7108795339118,0,0,0,59.21522759660296,-4.504348062691157,0,0,0,0
2025-09-01 00:50:00,60.97225190818438,0,0,0,59.101071116650274,1.8711807915341083,0,0,0,0
2025-09-01 00:51:00,58.84475315875105,1,0,0,59.085140518657305,-0.2403873599062578,0,0,0,0
2025-09-01 00:52:00,57.96923399908212,0,0,0,59.010695498157915,-1.041461499075794,0,0,0,0
2025-09-01 00:53:00,61.835028866522606,0,0,0,59.21433794566335,2.6206909208592535,0,0,0,0
2025-09-01 00:54:00,63.092998567487854,0,0,0,59.37187617036546,3.721122397122393,0,0,0,0
2025-09-01 00:55:00,62.79384035734859,0,0,0,59.453911923306094,3.3399284340424984,0,0,0,0
2025-09-01 00:56:00,57.48234743033208,0,0,0,59.48508952872606,-2.0027420983939805,0,0,0,0
2025-09-01 00:57:00,59.07236287244636,0,0,0,59.41659848930637,-0.34423561686000426,0,0,0,0
2025-09-01 00:58:00,60.99379029421069,0,0,0,59.509788701438616,1.4840015927720742,0,0,0,0
2025-09-01 00:59:00,62.92663538136708,0,0,0,59.63651258913017,3.2901227922369074,0,0,0,0
2025-09-01 01:00:00,58.56247728646413,0,1,0,59.648765826568585,-1.086288540104455,0,0,0,0
2025-09-01 01:01:00,59.44302307000855,0,1,0,59.44497211045131,-0.0019490404427600083,0,0,0,0
2025-09-01 01:02:00,56.68099507798192,1,1,0,59.3356883355245,-2.654693257542583,0,0,0,0
2025-09-01 01:03:00,56.41138012775799,0,1,0,59.32183876601202,-2.9104586382540347,0,0,0,0
2025-09-01 01:04:00,62.43757746718259,0,1,0,59.32083685704112,3.11674061014147,0,0,0,0
2025-09-01 01:05:00,64.06872008571247,0,1,0,59.5785452248953,4.49017486081717,0,0,0,0
2025-09-01 01:06:00,59.783969635259,0,1,0,59.5504578532368,0.23351178202219813,0,0,0,0
2025-09-01 01:07:00,63.01059869367607,0,1,0,59.84677815541398,3.163820538262094,0,0,0,0
2025-09-01 01:08:00,61.084908075142906,0,1,0,60.015760362808585,1.0691477123343205,0,0,0,0
2025-09-01 01:09:00,58.06464073618463,0,1,0,59.93156226376116,-1.8669215275765296,0,0,0,0
2025-09-01 01:10:00,61.08418681652524,0,1,0,59.89385516631246,1.1903316502127765,0,0,0,0
2025-09-01 01:11:00,64.61410969939791,1,1,0,60.030521994840065,4.58358770455785,0,0,0,0
2025-09-01 01:12:00,59.89252188267015,0,1,0,60.03850421916788,-0.14598233649773107,0,0,0,0
2025-09-01 01:13:00,64.69393096744201,0,1,0,60.225078954308216,4.468852013133798,0,0,0,0
